m:elevator,-1,-500,-5000,500,5000,desert,88,3.250000,60000,0;
p:-437,150,18,20;
1:-503,197,1007,477,0.000000,0,50,sand,0,0,0,0,1,255,255,255,255,0,-1,0;
2:-502,173,1005,27,0.000000,0,50,upperSand,0,0,0,0,1,255,255,255,255,0,-1,0;
3:-307,151,84,23,-1.570795,1,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
4:-225,151,725,23,0.000000,1,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
5:-138,-737,29,795,0.000000,0,50,stone,0,0,8,55,1,255,255,255,255,0,-1,0;
6:-217,48,107,103,-0.824667,1,50,cobble,0,0,0,0,0,255,255,255,36,0,-1,0;
7:-116,-320,604,403,0.000000,0,78,cobble,0,0,21,0,0,255,255,255,36,0,-1,0;
8:-120,79,176,74,0.000000,1,70,cobble,0,0,0,0,0,255,255,255,36,0,-1,0;
9:97,80,172,74,0.000000,1,56,cobble,0,0,0,0,0,255,255,255,36,0,-1,0;
10:311,80,155,75,0.000000,1,69,cobble,0,0,91,25,0,255,255,255,36,0,-1,0;
11:269,106,43,48,0.000000,1,50,cobble,0,0,0,0,0,255,255,255,36,0,-1,0;
12:54,107,43,48,0.000000,1,50,cobble,0,0,0,0,0,255,255,255,36,0,-1,0;
13:-122,56,10,94,0.000000,0,30,wood,0,0,11,0,1,255,255,255,255,0,0,0;
14:52,79,5,30,0.000000,0,30,wood,0,0,11,0,0,255,255,255,255,0,-1,0;
15:96,79,5,30,0.000000,0,30,wood,0,0,11,0,0,255,255,255,255,0,-1,0;
16:56,79,40,5,0.000000,0,30,wood,0,0,11,0,0,255,255,255,255,0,-1,0;
17:56,104,40,5,0.000000,0,30,wood,0,0,18,83,0,255,255,255,255,0,-1,0;
18:308,79,5,30,0.000000,0,30,wood,0,0,11,0,0,255,255,255,255,0,-1,0;
19:266,79,5,30,0.000000,0,30,wood,0,0,11,0,0,255,255,255,255,0,-1,0;
20:270,104,40,5,0.000000,0,30,wood,0,0,18,83,0,255,255,255,255,0,-1,0;
21:270,79,40,5,0.000000,0,30,wood,0,0,11,0,0,255,255,255,255,0,-1,0;
22:52,135,23,17,-1.570795,1,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
23:73,-244,77,10,0.000000,1,50,stone,0,0,0,18,1,255,255,255,255,0,-1,0;
24:72,134,392,16,0.000000,0,30,wood,0,0,11,0,1,255,10,255,255,0,1,0;
25:60,-319,16,390,0.000000,0,50,stone,0,0,0,96,1,255,255,255,255,0,-1,0;
26:454,-831,49,987,0.000000,0,50,stone,0,0,0,87,1,255,255,255,255,0,-1,0;
27:224,-40,73,75,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,-1,0;
28:64,-23,66,61,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,-1,0;
29:-110,-321,171,368,0.000000,0,50,stone,0,0,65,87,1,255,255,255,255,0,-1,0;
30:73,-236,80,61,0.000000,0,50,None,0,0,0,0,0,127,156,105,65,0,-1,0;
31:76,-155,73,75,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,-1,0;
32:144,-156,51,54,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,-1,0;
33:193,-158,51,54,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,-1,0;
34:76,-181,173,25,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
35:75,-319,176,28,0.000000,0,50,stone,0,0,33,0,1,255,255,255,255,0,-1,0;
36:170,-226,63,45,-1.492255,0,50,stone,0,0,0,46,1,255,255,255,255,0,-1,0;
37:103,-202,47,21,-1.492255,1,50,stone,0,0,10,0,1,255,255,255,255,0,-1,0;
38:150,-245,21,64,0.000000,1,50,stone,0,0,67,52,1,255,255,255,255,0,-1,0;
39:54,-649,23,195,0.000000,0,50,stone,0,0,0,13,1,255,255,255,255,0,-1,0;
40:57,-427,23,15,0.000000,0,33,cobble,0,0,0,0,1,255,255,255,255,0,-1,0;
41:63,-411,10,94,0.000000,0,30,wood,0,0,11,0,1,255,255,255,255,0,2,0;
42:66,-309,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
43:66,-292,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
44:66,-275,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
45:66,-258,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
46:66,-241,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
47:66,-223,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
48:66,-204,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
49:66,-187,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
50:66,-173,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
51:80,-173,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
52:94,-173,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
53:295,-45,51,54,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,-1,0;
54:347,-44,51,54,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,-1,0;
55:399,-41,51,54,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,-1,0;
56:268,-155,28,30,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,3,40;
57:249,-181,94,23,-1.138826,0,50,cobble,0,0,0,0,1,255,255,255,255,0,-1,0;
58:251,-317,25,26,-1.570795,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
59:60,-829,410,515,0.000000,0,78,cobble,0,0,21,0,0,255,255,255,0,0,-1,0;
60:382,-657,7,45,0.000000,0,30,wood,0,0,3,0,1,255,255,255,255,0,21,0;
61:54,-455,402,31,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
62:360,-656,7,45,0.000000,0,30,wood,0,0,3,0,1,255,255,255,255,0,20,0;
63:132,-737,272,82,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
64:75,-614,131,132,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
65:248,-613,46,133,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
66:340,-613,43,133,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
67:382,-611,72,27,0.000000,0,50,stone,0,0,0,88,1,255,255,255,255,0,-1,0;
68:132,-650,34,35,0.000000,0,45,sawblade,1,0,0,0,0,255,255,255,255,4,7,60;
69:-110,-737,243,19,0.000000,0,50,stone,0,0,28,87,1,255,255,255,255,0,-1,0;
70:-108,-336,144,15,0.000000,0,30,wood,0,0,11,0,1,255,10,255,255,0,8,0;
71:36,-337,16,19,-1.570795,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
72:402,-739,53,127,0.000000,0,50,None,0,0,0,0,0,80,0,174,255,0,-1,0;
73:414,-496,41,9,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
74:215,-862,293,34,0.000000,0,50,stone,0,0,0,0,1,255,255,255,255,0,-1,0;
75:-25,737,8,8,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,9,0;
76:8,74,8,8,0.000000,0,50,None,0,0,0,0,1,255,91,91,91,0,11,0;
77:-64,74,8,8,0.000000,0,50,None,0,0,0,0,1,255,91,91,91,0,10,0;
78:-25,737,8,8,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,9,0;
79:-346,90,5,83,0.000000,0,50,stone,0,0,0,0,0,255,255,255,21,0,-1,0;
80:-350,88,11,12,0.000000,0,50,None,0,0,0,0,1,255,255,182,76,0,-1,0;
81:398,96,11,11,0.000000,0,50,None,0,0,0,0,0,255,255,0,0,0,12,0;
82:68,743,11,11,0.000000,0,50,None,0,0,0,0,0,255,0,255,0,0,-1,0;
83:235,741,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
84:293,737,5,5,0.000000,0,50,None,0,0,0,0,1,255,255,255,255,0,-1,0;
85:441,139,5,5,0.000000,0,50,None,0,0,0,0,1,255,98,98,98,0,13,0;
86:80,139,5,5,0.000000,0,50,None,0,0,0,0,1,255,98,98,98,0,14,0;
